id,title,text,label
70,Entertainment scandal sparks controversy online,"Shocking report reveals entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
101,Technology scandal sparks controversy online,"Viral post claims technology news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
76,Entertainment scandal sparks controversy online,"Shocking report reveals entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
138,Latest developments in health sector confirmed,Government data confirms the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
84,Latest developments in politics sector confirmed,Government data confirms the politics sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
409,Latest developments in sports sector confirmed,The organization announced that the sports sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
134,Latest developments in sports sector confirmed,"According to official reports, the sports sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.",REAL
29,Politics scandal sparks controversy online,"Viral post claims politics news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
234,Latest developments in technology sector confirmed,The organization announced that the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
204,Latest developments in entertainment sector confirmed,"According to official reports, the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.",REAL
55,Sports scandal sparks controversy online,"Anonymous sources say sports news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
248,Sports scandal sparks controversy online,"Viral post claims sports news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
233,Politics scandal sparks controversy online,"Anonymous sources say politics news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
272,Latest developments in technology sector confirmed,Government data confirms the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
419,Latest developments in technology sector confirmed,Government data confirms the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
258,Latest developments in technology sector confirmed,Recent studies show that the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
71,Latest developments in entertainment sector confirmed,Experts stated that the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
475,Sports scandal sparks controversy online,"Rumors suggest sports news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
454,Entertainment scandal sparks controversy online,"Shocking report reveals entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
222,Sports scandal sparks controversy online,"Viral post claims sports news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
105,Latest developments in health sector confirmed,Government data confirms the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
410,Latest developments in health sector confirmed,Government data confirms the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
155,Latest developments in entertainment sector confirmed,Government data confirms the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
34,Entertainment scandal sparks controversy online,"Shocking report reveals entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
170,Latest developments in technology sector confirmed,Government data confirms the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
308,Entertainment scandal sparks controversy online,"Viral post claims entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
309,Health scandal sparks controversy online,"Breaking: health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
79,Sports scandal sparks controversy online,"Shocking report reveals sports news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
448,Entertainment scandal sparks controversy online,"Breaking: entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
227,Health scandal sparks controversy online,"Rumors suggest health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
54,Latest developments in technology sector confirmed,Government data confirms the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
151,Health scandal sparks controversy online,"Shocking report reveals health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
56,Latest developments in technology sector confirmed,Recent studies show that the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
283,Entertainment scandal sparks controversy online,"Anonymous sources say entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
430,Latest developments in sports sector confirmed,Government data confirms the sports sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
335,Technology scandal sparks controversy online,"Rumors suggest technology news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
49,Latest developments in technology sector confirmed,Experts stated that the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
381,Latest developments in health sector confirmed,Recent studies show that the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
172,Politics scandal sparks controversy online,"Rumors suggest politics news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
305,Latest developments in health sector confirmed,Experts stated that the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
309,Latest developments in technology sector confirmed,Government data confirms the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
205,Health scandal sparks controversy online,"Breaking: health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
188,Latest developments in politics sector confirmed,Government data confirms the politics sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
390,Latest developments in health sector confirmed,"According to official reports, the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.",REAL
226,Health scandal sparks controversy online,"Anonymous sources say health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
271,Latest developments in entertainment sector confirmed,Experts stated that the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
355,Politics scandal sparks controversy online,"Viral post claims politics news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
285,Latest developments in sports sector confirmed,Recent studies show that the sports sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
267,Technology scandal sparks controversy online,"Shocking report reveals technology news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
163,Latest developments in entertainment sector confirmed,"According to official reports, the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.",REAL
442,Latest developments in politics sector confirmed,Experts stated that the politics sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
241,Latest developments in sports sector confirmed,"According to official reports, the sports sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.",REAL
121,Sports scandal sparks controversy online,"Anonymous sources say sports news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
269,Health scandal sparks controversy online,"Breaking: health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
190,Latest developments in health sector confirmed,"According to official reports, the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.",REAL
118,Latest developments in technology sector confirmed,Recent studies show that the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
483,Health scandal sparks controversy online,"Viral post claims health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
494,Latest developments in sports sector confirmed,Experts stated that the sports sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
351,Latest developments in health sector confirmed,"According to official reports, the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.",REAL
232,Latest developments in entertainment sector confirmed,Experts stated that the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
108,Politics scandal sparks controversy online,"Shocking report reveals politics news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
159,Entertainment scandal sparks controversy online,"Shocking report reveals entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
50,Latest developments in health sector confirmed,Experts stated that the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
321,Technology scandal sparks controversy online,"Anonymous sources say technology news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
184,Latest developments in entertainment sector confirmed,Recent studies show that the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
90,Latest developments in politics sector confirmed,Recent studies show that the politics sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
417,Latest developments in politics sector confirmed,"According to official reports, the politics sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.",REAL
287,Health scandal sparks controversy online,"Shocking report reveals health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
120,Latest developments in health sector confirmed,Recent studies show that the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
434,Latest developments in entertainment sector confirmed,Recent studies show that the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
336,Sports scandal sparks controversy online,"Shocking report reveals sports news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
348,Latest developments in politics sector confirmed,"According to official reports, the politics sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.",REAL
235,Health scandal sparks controversy online,"Breaking: health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
51,Latest developments in sports sector confirmed,Government data confirms the sports sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
19,Latest developments in entertainment sector confirmed,"According to official reports, the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.",REAL
154,Entertainment scandal sparks controversy online,"Shocking report reveals entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
496,Politics scandal sparks controversy online,"Shocking report reveals politics news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
369,Entertainment scandal sparks controversy online,"Breaking: entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
307,Entertainment scandal sparks controversy online,"Breaking: entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
389,Latest developments in health sector confirmed,Government data confirms the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
384,Latest developments in entertainment sector confirmed,Government data confirms the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
438,Latest developments in health sector confirmed,Recent studies show that the health sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
400,Latest developments in entertainment sector confirmed,Recent studies show that the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
393,Latest developments in entertainment sector confirmed,Experts stated that the entertainment sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
455,Entertainment scandal sparks controversy online,"Rumors suggest entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
315,Latest developments in politics sector confirmed,Government data confirms the politics sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
492,Health scandal sparks controversy online,"Shocking report reveals health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
232,Entertainment scandal sparks controversy online,"Breaking: entertainment news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
488,Latest developments in technology sector confirmed,Government data confirms the technology sector has shown significant developments this week. Verified sources provided insights into the situation. Multiple organizations collaborated to ensure accurate information reaches the public. Officials emphasized transparency and factual updates.,REAL
179,Sports scandal sparks controversy online,"Viral post claims sports news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
145,Health scandal sparks controversy online,"Rumors suggest health news circulating online has raised concerns among citizens. Many users on social media are sharing unverified claims. Authorities have not confirmed any details yet, but the topic continues to trend. Experts warn readers to verify facts before believing such information.",FAKE
